State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Arizona,Renal failure,Renal failure,2,86,89,0
Arizona,Renal failure,Renal failure,3,235,241,0
Arizona,Renal failure,Renal failure,4,496,511,0
Arizona,Renal failure,Renal failure,5,776,803,0
Arizona,Renal failure,Renal failure,6,740,768,0
Arizona,Renal failure,Renal failure,7,454,476,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0,18,44,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,35,87,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,36,86,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,71,163,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,125,227,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,191,322,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,174,310,0
Arizona,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,159,319,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),0,73,138,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),1,193,332,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),2,378,587,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),3,877,1323,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),4,1805,2867,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),5,2839,4423,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),6,3178,4854,0
Arizona,All other conditions and causes (residual),All other conditions and causes (residual),7,2413,3583,0
Arizona,COVID-19,COVID-19,0,156,156,0
Arizona,COVID-19,COVID-19,1,480,480,0
Arizona,COVID-19,COVID-19,2,995,995,0
Arizona,COVID-19,COVID-19,3,2222,2222,0
Arizona,COVID-19,COVID-19,4,4564,4564,0
Arizona,COVID-19,COVID-19,5,7275,7275,0
Arizona,COVID-19,COVID-19,6,8148,8148,0
Arizona,COVID-19,COVID-19,7,6265,6265,0
Arkansas,Respiratory diseases,Influenza and pneumonia,0,19,19,2
Arkansas,Respiratory diseases,Influenza and pneumonia,1,78,80,2
Arkansas,Respiratory diseases,Influenza and pneumonia,2,154,160,2
Arkansas,Respiratory diseases,Influenza and pneumonia,3,392,400,2
Arkansas,Respiratory diseases,Influenza and pneumonia,4,940,969,2
Arkansas,Respiratory diseases,Influenza and pneumonia,5,1449,1482,2
Arkansas,Respiratory diseases,Influenza and pneumonia,6,1471,1500,2
Arkansas,Respiratory diseases,Influenza and pneumonia,7,1105,1121,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,2,10,11,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,3,32,32,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,4,148,154,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,5,323,333,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,6,408,424,2
Arkansas,Respiratory diseases,Chronic lower respiratory diseases,7,264,268,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,1,21,21,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,2,51,51,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,3,125,125,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,4,268,268,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,5,369,369,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,6,340,340,2
Arkansas,Respiratory diseases,Adult respiratory distress syndrome,7,279,279,2
Arkansas,Respiratory diseases,Respiratory failure,0,12,12,2
Arkansas,Respiratory diseases,Respiratory failure,1,68,69,2
Arkansas,Respiratory diseases,Respiratory failure,2,151,155,2
Arkansas,Respiratory diseases,Respiratory failure,3,389,393,2
Arkansas,Respiratory diseases,Respiratory failure,4,941,968,2
Arkansas,Respiratory diseases,Respiratory failure,5,1537,1579,2
Arkansas,Respiratory diseases,Respiratory failure,6,1609,1656,2
Arkansas,Respiratory diseases,Respiratory failure,7,1164,1192,2
Arkansas,Respiratory diseases,Respiratory arrest,3,18,18,2
Arkansas,Respiratory diseases,Respiratory arrest,4,35,35,2
Arkansas,Respiratory diseases,Respiratory arrest,5,69,69,2
Arkansas,Respiratory diseases,Respiratory arrest,6,95,95,2
Arkansas,Respiratory diseases,Respiratory arrest,7,94,94,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,2,17,20,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,3,40,42,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,4,79,84,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,5,125,131,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,6,132,140,2
Arkansas,Respiratory diseases,Other diseases of the respiratory system,7,84,86,2
Arkansas,Circulatory diseases,Hypertensive diseases,0,0,0,1
Arkansas,Circulatory diseases,Hypertensive diseases,1,14,14,1
Arkansas,Circulatory diseases,Hypertensive diseases,2,46,46,1
Arkansas,Circulatory diseases,Hypertensive diseases,3,112,112,1
Arkansas,Circulatory diseases,Hypertensive diseases,4,272,273,1
Arkansas,Circulatory diseases,Hypertensive diseases,5,513,518,1
Arkansas,Circulatory diseases,Hypertensive diseases,6,634,644,1
Arkansas,Circulatory diseases,Hypertensive diseases,7,655,666,1
Arkansas,Circulatory diseases,Ischemic heart disease,2,21,23,1
Arkansas,Circulatory diseases,Ischemic heart disease,3,65,70,1
Arkansas,Circulatory diseases,Ischemic heart disease,4,161,176,1
Arkansas,Circulatory diseases,Ischemic heart disease,5,343,374,1
Arkansas,Circulatory diseases,Ischemic heart disease,6,483,522,1
Arkansas,Circulatory diseases,Ischemic heart disease,7,368,395,1
Arkansas,Circulatory diseases,Cardiac arrest,1,17,17,1
Arkansas,Circulatory diseases,Cardiac arrest,2,57,57,1
Arkansas,Circulatory diseases,Cardiac arrest,3,117,117,1
Arkansas,Circulatory diseases,Cardiac arrest,4,291,291,1
Arkansas,Circulatory diseases,Cardiac arrest,5,383,383,1
Arkansas,Circulatory diseases,Cardiac arrest,6,424,424,1
Arkansas,Circulatory diseases,Cardiac arrest,7,302,302,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,2,16,17,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,3,28,28,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,4,78,80,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,5,191,198,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,6,303,314,1
Arkansas,Circulatory diseases,Cardiac arrhythmia,7,285,288,1
Arkansas,Circulatory diseases,Heart failure,0,0,0,1
Arkansas,Circulatory diseases,Heart failure,2,14,14,1
Arkansas,Circulatory diseases,Heart failure,3,31,31,1
Arkansas,Circulatory diseases,Heart failure,4,105,105,1
Arkansas,Circulatory diseases,Heart failure,5,197,197,1
Arkansas,Circulatory diseases,Heart failure,6,351,351,1
Arkansas,Circulatory diseases,Heart failure,7,375,375,1
Arkansas,Circulatory diseases,Cerebrovascular diseases,3,34,34,1
Arkansas,Circulatory diseases,Cerebrovascular diseases,4,87,90,1
Arkansas,Circulatory diseases,Cerebrovascular diseases,5,143,143,1
Arkansas,Circulatory diseases,Cerebrovascular diseases,6,169,174,1
Arkansas,Circulatory diseases,Cerebrovascular diseases,7,176,180,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,1,15,16,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,2,26,30,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,3,45,50,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,4,99,109,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,5,184,196,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,6,204,226,1
Arkansas,Circulatory diseases,Other diseases of the circulatory system,7,158,171,1
Arkansas,Sepsis,Sepsis,1,18,18,0
Arkansas,Sepsis,Sepsis,2,51,52,0
Arkansas,Sepsis,Sepsis,3,109,110,0
Arkansas,Sepsis,Sepsis,4,240,240,0
Arkansas,Sepsis,Sepsis,5,357,357,0
Arkansas,Sepsis,Sepsis,6,298,298,0
Arkansas,Sepsis,Sepsis,7,172,172,0
Arkansas,Malignant neoplasms,Malignant neoplasms,2,10,14,0
Arkansas,Malignant neoplasms,Malignant neoplasms,3,25,30,0
Arkansas,Malignant neoplasms,Malignant neoplasms,4,91,119,0
Arkansas,Malignant neoplasms,Malignant neoplasms,5,206,256,0
Arkansas,Malignant neoplasms,Malignant neoplasms,6,203,257,0
Arkansas,Malignant neoplasms,Malignant neoplasms,7,134,157,0
Arkansas,Diabetes,Diabetes,1,18,18,0
Arkansas,Diabetes,Diabetes,2,50,50,0
Arkansas,Diabetes,Diabetes,3,122,123,0
Arkansas,Diabetes,Diabetes,4,284,285,0
Arkansas,Diabetes,Diabetes,5,449,451,0
Arkansas,Diabetes,Diabetes,6,466,470,0
Arkansas,Diabetes,Diabetes,7,253,254,0
Arkansas,Obesity,Obesity,1,24,24,0
Arkansas,Obesity,Obesity,2,63,65,0
Arkansas,Obesity,Obesity,3,86,86,0
Arkansas,Obesity,Obesity,4,111,112,0
Arkansas,Obesity,Obesity,5,110,110,0
Arkansas,Obesity,Obesity,6,61,61,0
Arkansas,Alzheimer disease,Alzheimer disease,0,0,0,0
Arkansas,Alzheimer disease,Alzheimer disease,1,0,0,0
Arkansas,Alzheimer disease,Alzheimer disease,2,0,0,0
Arkansas,Alzheimer disease,Alzheimer disease,5,34,34,0
Arkansas,Alzheimer disease,Alzheimer disease,6,153,153,0
Arkansas,Alzheimer disease,Alzheimer disease,7,265,265,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,4,16,16,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,5,91,91,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,6,319,320,0
Arkansas,Vascular and unspecified dementia,Vascular and unspecified dementia,7,512,516,0
Arkansas,Renal failure,Renal failure,1,17,18,0
Arkansas,Renal failure,Renal failure,2,47,49,0
Arkansas,Renal failure,Renal failure,3,100,103,0
Arkansas,Renal failure,Renal failure,4,185,189,0
Arkansas,Renal failure,Renal failure,5,368,389,0
Arkansas,Renal failure,Renal failure,6,372,385,0
Arkansas,Renal failure,Renal failure,7,226,235,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,14,39,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,31,69,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,26,42,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,55,97,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,84,156,0
Arkansas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,51,99,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),0,25,40,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),1,78,121,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),2,144,224,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),3,309,486,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),4,710,1159,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),5,1139,1796,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),6,1275,2050,0
Arkansas,All other conditions and causes (residual),All other conditions and causes (residual),7,1045,1693,0
Arkansas,COVID-19,COVID-19,0,47,47,0
Arkansas,COVID-19,COVID-19,1,161,161,0
Arkansas,COVID-19,COVID-19,2,365,365,0
Arkansas,COVID-19,COVID-19,3,787,787,0
Arkansas,COVID-19,COVID-19,4,1832,1832,0
Arkansas,COVID-19,COVID-19,5,2964,2964,0
Arkansas,COVID-19,COVID-19,6,3453,3453,0
Arkansas,COVID-19,COVID-19,7,2935,2935,0
California,Respiratory diseases,Influenza and pneumonia,0,183,192,2
California,Respiratory diseases,Influenza and pneumonia,1,717,739,2
California,Respiratory diseases,Influenza and pneumonia,2,1845,1884,2
California,Respiratory diseases,Influenza and pneumonia,3,4615,4716,2
California,Respiratory diseases,Influenza and pneumonia,4,10053,10241,2
California,Respiratory diseases,Influenza and pneumonia,5,13689,13931,2
California,Respiratory diseases,Influenza and pneumonia,6,13902,14073,2
California,Respiratory diseases,Influenza and pneumonia,7,13188,13290,2
California,Respiratory diseases,Chronic lower respiratory diseases,0,23,24,2
California,Respiratory diseases,Chronic lower respiratory diseases,1,45,46,2
California,Respiratory diseases,Chronic lower respiratory diseases,2,105,106,2
California,Respiratory diseases,Chronic lower respiratory diseases,3,238,244,2
California,Respiratory diseases,Chronic lower respiratory diseases,4,854,885,2
California,Respiratory diseases,Chronic lower respiratory diseases,5,1846,1955,2
California,Respiratory diseases,Chronic lower respiratory diseases,6,2487,2625,2
California,Respiratory diseases,Chronic lower respiratory diseases,7,2368,2454,2
California,Respiratory diseases,Adult respiratory distress syndrome,0,64,64,2
California,Respiratory diseases,Adult respiratory distress syndrome,1,207,207,2
California,Respiratory diseases,Adult respiratory distress syndrome,2,554,554,2
California,Respiratory diseases,Adult respiratory distress syndrome,3,1290,1290,2
California,Respiratory diseases,Adult respiratory distress syndrome,4,2356,2356,2
California,Respiratory diseases,Adult respiratory distress syndrome,5,2686,2686,2
California,Respiratory diseases,Adult respiratory distress syndrome,6,1711,1711,2
California,Respiratory diseases,Adult respiratory distress syndrome,7,765,765,2
California,Respiratory diseases,Respiratory failure,0,114,118,2
California,Respiratory diseases,Respiratory failure,1,552,564,2
California,Respiratory diseases,Respiratory failure,2,1530,1547,2
California,Respiratory diseases,Respiratory failure,3,3920,3972,2
California,Respiratory diseases,Respiratory failure,4,8683,8822,2
California,Respiratory diseases,Respiratory failure,5,12476,12722,2
California,Respiratory diseases,Respiratory failure,6,12921,13270,2
California,Respiratory diseases,Respiratory failure,7,11947,12175,2
California,Respiratory diseases,Respiratory arrest,1,30,30,2
California,Respiratory diseases,Respiratory arrest,2,69,69,2
California,Respiratory diseases,Respiratory arrest,3,167,167,2
California,Respiratory diseases,Respiratory arrest,4,413,413,2
California,Respiratory diseases,Respiratory arrest,5,585,585,2
California,Respiratory diseases,Respiratory arrest,6,807,807,2
California,Respiratory diseases,Respiratory arrest,7,1122,1122,2
California,Respiratory diseases,Other diseases of the respiratory system,0,25,29,2
California,Respiratory diseases,Other diseases of the respiratory system,1,81,89,2
California,Respiratory diseases,Other diseases of the respiratory system,2,183,194,2
California,Respiratory diseases,Other diseases of the respiratory system,3,442,472,2
California,Respiratory diseases,Other diseases of the respiratory system,4,921,992,2
California,Respiratory diseases,Other diseases of the respiratory system,5,1270,1362,2
California,Respiratory diseases,Other diseases of the respiratory system,6,1300,1374,2
California,Respiratory diseases,Other diseases of the respiratory system,7,1170,1215,2
California,Circulatory diseases,Hypertensive diseases,1,91,93,1
California,Circulatory diseases,Hypertensive diseases,2,397,398,1
California,Circulatory diseases,Hypertensive diseases,3,1191,1197,1
California,Circulatory diseases,Hypertensive diseases,4,3088,3102,1
California,Circulatory diseases,Hypertensive diseases,5,5024,5048,1
California,Circulatory diseases,Hypertensive diseases,6,5763,5806,1
California,Circulatory diseases,Hypertensive diseases,7,6686,6804,1
California,Circulatory diseases,Ischemic heart disease,1,31,33,1
California,Circulatory diseases,Ischemic heart disease,2,116,124,1
California,Circulatory diseases,Ischemic heart disease,3,422,457,1
California,Circulatory diseases,Ischemic heart disease,4,1302,1421,1
California,Circulatory diseases,Ischemic heart disease,5,2428,2625,1
California,Circulatory diseases,Ischemic heart disease,6,3270,3557,1
California,Circulatory diseases,Ischemic heart disease,7,3670,3966,1
California,Circulatory diseases,Cardiac arrest,0,80,80,1
